Country Code,Country,Sub Region,Sub Region 2,Date,Category,Pct Change,YYYY-MM-DD,Province
CA,Canada,Canada,,2/15/2020,Retail and Recreation,4,2020-02-15,Canada
CA,Canada,Canada,,2/15/2020,Grocery and Pharmacy,2,2020-02-15,Canada
CA,Canada,Canada,,2/15/2020,Parks,10,2020-02-15,Canada
CA,Canada,Canada,,2/15/2020,Transit Stations,3,2020-02-15,Canada
CA,Canada,Canada,,2/15/2020,Workplaces,1,2020-02-15,Canada
CA,Canada,Canada,,2/15/2020,Residential,0,2020-02-15,Canada
CA,Canada,Canada,,2/16/2020,Retail and Recreation,13,2020-02-16,Canada
CA,Canada,Canada,,2/16/2020,Grocery and Pharmacy,8,2020-02-16,Canada
CA,Canada,Canada,,2/16/2020,Parks,41,2020-02-16,Canada
CA,Canada,Canada,,2/16/2020,Transit Stations,4,2020-02-16,Canada
CA,Canada,Canada,,2/16/2020,Workplaces,0,2020-02-16,Canada
CA,Canada,Canada,,2/16/2020,Residential,-2,2020-02-16,Canada
CA,Canada,Canada,,2/17/2020,Retail and Recreation,-12,2020-02-17,Canada
CA,Canada,Canada,,2/17/2020,Grocery and Pharmacy,-15,2020-02-17,Canada
CA,Canada,Canada,,2/17/2020,Parks,63,2020-02-17,Canada
CA,Canada,Canada,,2/17/2020,Transit Stations,-28,2020-02-17,Canada
CA,Canada,Canada,,2/17/2020,Workplaces,-52,2020-02-17,Canada
CA,Canada,Canada,,2/17/2020,Residential,11,2020-02-17,Canada
CA,Canada,Canada,,2/18/2020,Retail and Recreation,-1,2020-02-18,Canada
CA,Canada,Canada,,2/18/2020,Grocery and Pharmacy,4,2020-02-18,Canada
CA,Canada,Canada,,2/18/2020,Parks,6,2020-02-18,Canada
CA,Canada,Canada,,2/18/2020,Transit Stations,-1,2020-02-18,Canada
CA,Canada,Canada,,2/18/2020,Workplaces,-1,2020-02-18,Canada
CA,Canada,Canada,,2/18/2020,Residential,1,2020-02-18,Canada
CA,Canada,Canada,,2/19/2020,Retail and Recreation,1,2020-02-19,Canada
CA,Canada,Canada,,2/19/2020,Grocery and Pharmacy,1,2020-02-19,Canada
CA,Canada,Canada,,2/19/2020,Parks,9,2020-02-19,Canada
CA,Canada,Canada,,2/19/2020,Transit Stations,0,2020-02-19,Canada
CA,Canada,Canada,,2/19/2020,Workplaces,0,2020-02-19,Canada
CA,Canada,Canada,,2/19/2020,Residential,0,2020-02-19,Canada
CA,Canada,Canada,,2/20/2020,Retail and Recreation,6,2020-02-20,Canada
CA,Canada,Canada,,2/20/2020,Grocery and Pharmacy,4,2020-02-20,Canada
CA,Canada,Canada,,2/20/2020,Parks,14,2020-02-20,Canada
CA,Canada,Canada,,2/20/2020,Transit Stations,-1,2020-02-20,Canada
CA,Canada,Canada,,2/20/2020,Workplaces,1,2020-02-20,Canada
CA,Canada,Canada,,2/20/2020,Residential,0,2020-02-20,Canada
CA,Canada,Canada,,2/21/2020,Retail and Recreation,2,2020-02-21,Canada
CA,Canada,Canada,,2/21/2020,Grocery and Pharmacy,-1,2020-02-21,Canada
CA,Canada,Canada,,2/21/2020,Parks,10,2020-02-21,Canada
CA,Canada,Canada,,2/21/2020,Transit Stations,-1,2020-02-21,Canada
CA,Canada,Canada,,2/21/2020,Workplaces,-3,2020-02-21,Canada
CA,Canada,Canada,,2/21/2020,Residential,1,2020-02-21,Canada
CA,Canada,Canada,,2/22/2020,Retail and Recreation,8,2020-02-22,Canada
CA,Canada,Canada,,2/22/2020,Grocery and Pharmacy,5,2020-02-22,Canada
CA,Canada,Canada,,2/22/2020,Parks,28,2020-02-22,Canada
CA,Canada,Canada,,2/22/2020,Transit Stations,6,2020-02-22,Canada
CA,Canada,Canada,,2/22/2020,Workplaces,6,2020-02-22,Canada
CA,Canada,Canada,,2/22/2020,Residential,-1,2020-02-22,Canada
CA,Canada,Canada,,2/23/2020,Retail and Recreation,10,2020-02-23,Canada
CA,Canada,Canada,,2/23/2020,Grocery and Pharmacy,6,2020-02-23,Canada
CA,Canada,Canada,,2/23/2020,Parks,36,2020-02-23,Canada
CA,Canada,Canada,,2/23/2020,Transit Stations,5,2020-02-23,Canada
CA,Canada,Canada,,2/23/2020,Workplaces,5,2020-02-23,Canada
CA,Canada,Canada,,2/23/2020,Residential,-1,2020-02-23,Canada
CA,Canada,Canada,,2/24/2020,Retail and Recreation,3,2020-02-24,Canada
CA,Canada,Canada,,2/24/2020,Grocery and Pharmacy,2,2020-02-24,Canada
CA,Canada,Canada,,2/24/2020,Parks,19,2020-02-24,Canada
CA,Canada,Canada,,2/24/2020,Transit Stations,-1,2020-02-24,Canada
CA,Canada,Canada,,2/24/2020,Workplaces,3,2020-02-24,Canada
CA,Canada,Canada,,2/24/2020,Residential,0,2020-02-24,Canada
CA,Canada,Canada,,2/25/2020,Retail and Recreation,2,2020-02-25,Canada
CA,Canada,Canada,,2/25/2020,Grocery and Pharmacy,5,2020-02-25,Canada
CA,Canada,Canada,,2/25/2020,Parks,9,2020-02-25,Canada
CA,Canada,Canada,,2/25/2020,Transit Stations,0,2020-02-25,Canada
CA,Canada,Canada,,2/25/2020,Workplaces,3,2020-02-25,Canada
CA,Canada,Canada,,2/25/2020,Residential,0,2020-02-25,Canada
CA,Canada,Canada,,2/26/2020,Retail and Recreation,-2,2020-02-26,Canada
CA,Canada,Canada,,2/26/2020,Grocery and Pharmacy,2,2020-02-26,Canada
CA,Canada,Canada,,2/26/2020,Parks,1,2020-02-26,Canada
CA,Canada,Canada,,2/26/2020,Transit Stations,-2,2020-02-26,Canada
CA,Canada,Canada,,2/26/2020,Workplaces,1,2020-02-26,Canada
CA,Canada,Canada,,2/26/2020,Residential,1,2020-02-26,Canada
CA,Canada,Canada,,2/27/2020,Retail and Recreation,-8,2020-02-27,Canada
CA,Canada,Canada,,2/27/2020,Grocery and Pharmacy,-9,2020-02-27,Canada
CA,Canada,Canada,,2/27/2020,Parks,-6,2020-02-27,Canada
CA,Canada,Canada,,2/27/2020,Transit Stations,-5,2020-02-27,Canada
CA,Canada,Canada,,2/27/2020,Workplaces,-5,2020-02-27,Canada
CA,Canada,Canada,,2/27/2020,Residential,4,2020-02-27,Canada
CA,Canada,Canada,,2/28/2020,Retail and Recreation,-1,2020-02-28,Canada
CA,Canada,Canada,,2/28/2020,Grocery and Pharmacy,1,2020-02-28,Canada
CA,Canada,Canada,,2/28/2020,Parks,-5,2020-02-28,Canada
CA,Canada,Canada,,2/28/2020,Transit Stations,1,2020-02-28,Canada
CA,Canada,Canada,,2/28/2020,Workplaces,0,2020-02-28,Canada
CA,Canada,Canada,,2/28/2020,Residential,1,2020-02-28,Canada
CA,Canada,Canada,,2/29/2020,Retail and Recreation,7,2020-02-29,Canada
CA,Canada,Canada,,2/29/2020,Grocery and Pharmacy,7,2020-02-29,Canada
CA,Canada,Canada,,2/29/2020,Parks,11,2020-02-29,Canada
CA,Canada,Canada,,2/29/2020,Transit Stations,6,2020-02-29,Canada
CA,Canada,Canada,,2/29/2020,Workplaces,7,2020-02-29,Canada
CA,Canada,Canada,,2/29/2020,Residential,0,2020-02-29,Canada
CA,Canada,Canada,,3/1/2020,Retail and Recreation,10,2020-03-01,Canada
CA,Canada,Canada,,3/1/2020,Grocery and Pharmacy,9,2020-03-01,Canada
CA,Canada,Canada,,3/1/2020,Parks,23,2020-03-01,Canada
CA,Canada,Canada,,3/1/2020,Transit Stations,6,2020-03-01,Canada
CA,Canada,Canada,,3/1/2020,Workplaces,5,2020-03-01,Canada
CA,Canada,Canada,,3/1/2020,Residential,-1,2020-03-01,Canada
CA,Canada,Canada,,3/2/2020,Retail and Recreation,3,2020-03-02,Canada
CA,Canada,Canada,,3/2/2020,Grocery and Pharmacy,3,2020-03-02,Canada
CA,Canada,Canada,,3/2/2020,Parks,1,2020-03-02,Canada
CA,Canada,Canada,,3/2/2020,Transit Stations,-2,2020-03-02,Canada
CA,Canada,Canada,,3/2/2020,Workplaces,-1,2020-03-02,Canada
CA,Canada,Canada,,3/2/2020,Residential,1,2020-03-02,Canada
CA,Canada,Canada,,3/3/2020,Retail and Recreation,4,2020-03-03,Canada
CA,Canada,Canada,,3/3/2020,Grocery and Pharmacy,6,2020-03-03,Canada
CA,Canada,Canada,,3/3/2020,Parks,8,2020-03-03,Canada
CA,Canada,Canada,,3/3/2020,Transit Stations,-2,2020-03-03,Canada
CA,Canada,Canada,,3/3/2020,Workplaces,0,2020-03-03,Canada
CA,Canada,Canada,,3/3/2020,Residential,0,2020-03-03,Canada
CA,Canada,Canada,,3/4/2020,Retail and Recreation,5,2020-03-04,Canada
CA,Canada,Canada,,3/4/2020,Grocery and Pharmacy,4,2020-03-04,Canada
CA,Canada,Canada,,3/4/2020,Parks,11,2020-03-04,Canada
CA,Canada,Canada,,3/4/2020,Transit Stations,0,2020-03-04,Canada
CA,Canada,Canada,,3/4/2020,Workplaces,-1,2020-03-04,Canada
CA,Canada,Canada,,3/4/2020,Residential,1,2020-03-04,Canada
CA,Canada,Canada,,3/5/2020,Retail and Recreation,7,2020-03-05,Canada
CA,Canada,Canada,,3/5/2020,Grocery and Pharmacy,5,2020-03-05,Canada
CA,Canada,Canada,,3/5/2020,Parks,18,2020-03-05,Canada
CA,Canada,Canada,,3/5/2020,Transit Stations,-1,2020-03-05,Canada
CA,Canada,Canada,,3/5/2020,Workplaces,-2,2020-03-05,Canada
CA,Canada,Canada,,3/5/2020,Residential,1,2020-03-05,Canada
CA,Canada,Canada,,3/6/2020,Retail and Recreation,1,2020-03-06,Canada
CA,Canada,Canada,,3/6/2020,Grocery and Pharmacy,-1,2020-03-06,Canada
CA,Canada,Canada,,3/6/2020,Parks,6,2020-03-06,Canada
CA,Canada,Canada,,3/6/2020,Transit Stations,-3,2020-03-06,Canada
CA,Canada,Canada,,3/6/2020,Workplaces,-1,2020-03-06,Canada
CA,Canada,Canada,,3/6/2020,Residential,1,2020-03-06,Canada
CA,Canada,Canada,,3/7/2020,Retail and Recreation,6,2020-03-07,Canada
CA,Canada,Canada,,3/7/2020,Grocery and Pharmacy,5,2020-03-07,Canada
CA,Canada,Canada,,3/7/2020,Parks,17,2020-03-07,Canada
CA,Canada,Canada,,3/7/2020,Transit Stations,3,2020-03-07,Canada
CA,Canada,Canada,,3/7/2020,Workplaces,6,2020-03-07,Canada
CA,Canada,Canada,,3/7/2020,Residential,0,2020-03-07,Canada
CA,Canada,Canada,,3/8/2020,Retail and Recreation,9,2020-03-08,Canada
CA,Canada,Canada,,3/8/2020,Grocery and Pharmacy,7,2020-03-08,Canada
CA,Canada,Canada,,3/8/2020,Parks,50,2020-03-08,Canada
CA,Canada,Canada,,3/8/2020,Transit Stations,3,2020-03-08,Canada
CA,Canada,Canada,,3/8/2020,Workplaces,4,2020-03-08,Canada
CA,Canada,Canada,,3/8/2020,Residential,0,2020-03-08,Canada
CA,Canada,Canada,,3/9/2020,Retail and Recreation,4,2020-03-09,Canada
CA,Canada,Canada,,3/9/2020,Grocery and Pharmacy,4,2020-03-09,Canada
CA,Canada,Canada,,3/9/2020,Parks,31,2020-03-09,Canada
CA,Canada,Canada,,3/9/2020,Transit Stations,-3,2020-03-09,Canada
CA,Canada,Canada,,3/9/2020,Workplaces,2,2020-03-09,Canada
CA,Canada,Canada,,3/9/2020,Residential,1,2020-03-09,Canada
CA,Canada,Canada,,3/10/2020,Retail and Recreation,-1,2020-03-10,Canada
CA,Canada,Canada,,3/10/2020,Grocery and Pharmacy,1,2020-03-10,Canada
CA,Canada,Canada,,3/10/2020,Parks,-2,2020-03-10,Canada
CA,Canada,Canada,,3/10/2020,Transit Stations,-6,2020-03-10,Canada
CA,Canada,Canada,,3/10/2020,Workplaces,1,2020-03-10,Canada
CA,Canada,Canada,,3/10/2020,Residential,1,2020-03-10,Canada
CA,Canada,Canada,,3/11/2020,Retail and Recreation,3,2020-03-11,Canada
CA,Canada,Canada,,3/11/2020,Grocery and Pharmacy,7,2020-03-11,Canada
CA,Canada,Canada,,3/11/2020,Parks,12,2020-03-11,Canada
CA,Canada,Canada,,3/11/2020,Transit Stations,-3,2020-03-11,Canada
CA,Canada,Canada,,3/11/2020,Workplaces,2,2020-03-11,Canada
CA,Canada,Canada,,3/11/2020,Residential,1,2020-03-11,Canada
CA,Canada,Canada,,3/12/2020,Retail and Recreation,7,2020-03-12,Canada
CA,Canada,Canada,,3/12/2020,Grocery and Pharmacy,27,2020-03-12,Canada
CA,Canada,Canada,,3/12/2020,Parks,11,2020-03-12,Canada
CA,Canada,Canada,,3/12/2020,Transit Stations,-6,2020-03-12,Canada
CA,Canada,Canada,,3/12/2020,Workplaces,2,2020-03-12,Canada
CA,Canada,Canada,,3/12/2020,Residential,1,2020-03-12,Canada
CA,Canada,Canada,,3/13/2020,Retail and Recreation,-5,2020-03-13,Canada
CA,Canada,Canada,,3/13/2020,Grocery and Pharmacy,35,2020-03-13,Canada
CA,Canada,Canada,,3/13/2020,Parks,-16,2020-03-13,Canada
CA,Canada,Canada,,3/13/2020,Transit Stations,-17,2020-03-13,Canada
CA,Canada,Canada,,3/13/2020,Workplaces,-6,2020-03-13,Canada
CA,Canada,Canada,,3/13/2020,Residential,5,2020-03-13,Canada
CA,Canada,Canada,,3/14/2020,Retail and Recreation,-11,2020-03-14,Canada
CA,Canada,Canada,,3/14/2020,Grocery and Pharmacy,19,2020-03-14,Canada
CA,Canada,Canada,,3/14/2020,Parks,-8,2020-03-14,Canada
CA,Canada,Canada,,3/14/2020,Transit Stations,-19,2020-03-14,Canada
CA,Canada,Canada,,3/14/2020,Workplaces,-1,2020-03-14,Canada
CA,Canada,Canada,,3/14/2020,Residential,5,2020-03-14,Canada
CA,Canada,Canada,,3/15/2020,Retail and Recreation,-12,2020-03-15,Canada
CA,Canada,Canada,,3/15/2020,Grocery and Pharmacy,11,2020-03-15,Canada
CA,Canada,Canada,,3/15/2020,Parks,28,2020-03-15,Canada
CA,Canada,Canada,,3/15/2020,Transit Stations,-22,2020-03-15,Canada
CA,Canada,Canada,,3/15/2020,Workplaces,-5,2020-03-15,Canada
CA,Canada,Canada,,3/15/2020,Residential,4,2020-03-15,Canada
CA,Canada,Canada,,3/16/2020,Retail and Recreation,-12,2020-03-16,Canada
CA,Canada,Canada,,3/16/2020,Grocery and Pharmacy,23,2020-03-16,Canada
CA,Canada,Canada,,3/16/2020,Parks,15,2020-03-16,Canada
CA,Canada,Canada,,3/16/2020,Transit Stations,-37,2020-03-16,Canada
CA,Canada,Canada,,3/16/2020,Workplaces,-27,2020-03-16,Canada
CA,Canada,Canada,,3/16/2020,Residential,10,2020-03-16,Canada
CA,Canada,Canada,,3/17/2020,Retail and Recreation,-27,2020-03-17,Canada
CA,Canada,Canada,,3/17/2020,Grocery and Pharmacy,13,2020-03-17,Canada
CA,Canada,Canada,,3/17/2020,Parks,7,2020-03-17,Canada
CA,Canada,Canada,,3/17/2020,Transit Stations,-45,2020-03-17,Canada
CA,Canada,Canada,,3/17/2020,Workplaces,-35,2020-03-17,Canada
CA,Canada,Canada,,3/17/2020,Residential,14,2020-03-17,Canada
CA,Canada,Canada,,3/18/2020,Retail and Recreation,-33,2020-03-18,Canada
CA,Canada,Canada,,3/18/2020,Grocery and Pharmacy,7,2020-03-18,Canada
CA,Canada,Canada,,3/18/2020,Parks,14,2020-03-18,Canada
CA,Canada,Canada,,3/18/2020,Transit Stations,-48,2020-03-18,Canada
CA,Canada,Canada,,3/18/2020,Workplaces,-40,2020-03-18,Canada
CA,Canada,Canada,,3/18/2020,Residential,16,2020-03-18,Canada
CA,Canada,Canada,,3/19/2020,Retail and Recreation,-36,2020-03-19,Canada
CA,Canada,Canada,,3/19/2020,Grocery and Pharmacy,4,2020-03-19,Canada
CA,Canada,Canada,,3/19/2020,Parks,18,2020-03-19,Canada
CA,Canada,Canada,,3/19/2020,Transit Stations,-52,2020-03-19,Canada
CA,Canada,Canada,,3/19/2020,Workplaces,-43,2020-03-19,Canada
CA,Canada,Canada,,3/19/2020,Residential,17,2020-03-19,Canada
CA,Canada,Canada,,3/20/2020,Retail and Recreation,-44,2020-03-20,Canada
CA,Canada,Canada,,3/20/2020,Grocery and Pharmacy,-5,2020-03-20,Canada
CA,Canada,Canada,,3/20/2020,Parks,-8,2020-03-20,Canada
CA,Canada,Canada,,3/20/2020,Transit Stations,-54,2020-03-20,Canada
CA,Canada,Canada,,3/20/2020,Workplaces,-45,2020-03-20,Canada
CA,Canada,Canada,,3/20/2020,Residential,20,2020-03-20,Canada
CA,Canada,Canada,,3/21/2020,Retail and Recreation,-49,2020-03-21,Canada
CA,Canada,Canada,,3/21/2020,Grocery and Pharmacy,-12,2020-03-21,Canada
CA,Canada,Canada,,3/21/2020,Parks,11,2020-03-21,Canada
CA,Canada,Canada,,3/21/2020,Transit Stations,-49,2020-03-21,Canada
CA,Canada,Canada,,3/21/2020,Workplaces,-32,2020-03-21,Canada
CA,Canada,Canada,,3/21/2020,Residential,13,2020-03-21,Canada
CA,Canada,Canada,,3/22/2020,Retail and Recreation,-51,2020-03-22,Canada
CA,Canada,Canada,,3/22/2020,Grocery and Pharmacy,-21,2020-03-22,Canada
CA,Canada,Canada,,3/22/2020,Parks,4,2020-03-22,Canada
CA,Canada,Canada,,3/22/2020,Transit Stations,-54,2020-03-22,Canada
CA,Canada,Canada,,3/22/2020,Workplaces,-35,2020-03-22,Canada
CA,Canada,Canada,,3/22/2020,Residential,11,2020-03-22,Canada
CA,Canada,Canada,,3/23/2020,Retail and Recreation,-45,2020-03-23,Canada
CA,Canada,Canada,,3/23/2020,Grocery and Pharmacy,-13,2020-03-23,Canada
CA,Canada,Canada,,3/23/2020,Parks,-27,2020-03-23,Canada
CA,Canada,Canada,,3/23/2020,Transit Stations,-63,2020-03-23,Canada
CA,Canada,Canada,,3/23/2020,Workplaces,-51,2020-03-23,Canada
CA,Canada,Canada,,3/23/2020,Residential,20,2020-03-23,Canada
CA,Canada,Canada,,3/24/2020,Retail and Recreation,-49,2020-03-24,Canada
CA,Canada,Canada,,3/24/2020,Grocery and Pharmacy,-15,2020-03-24,Canada
CA,Canada,Canada,,3/24/2020,Parks,-10,2020-03-24,Canada
CA,Canada,Canada,,3/24/2020,Transit Stations,-64,2020-03-24,Canada
CA,Canada,Canada,,3/24/2020,Workplaces,-55,2020-03-24,Canada
CA,Canada,Canada,,3/24/2020,Residential,22,2020-03-24,Canada
CA,Canada,Canada,,3/25/2020,Retail and Recreation,-53,2020-03-25,Canada
CA,Canada,Canada,,3/25/2020,Grocery and Pharmacy,-21,2020-03-25,Canada
CA,Canada,Canada,,3/25/2020,Parks,1,2020-03-25,Canada
CA,Canada,Canada,,3/25/2020,Transit Stations,-65,2020-03-25,Canada
CA,Canada,Canada,,3/25/2020,Workplaces,-59,2020-03-25,Canada
CA,Canada,Canada,,3/25/2020,Residential,23,2020-03-25,Canada
CA,Canada,Canada,,3/26/2020,Retail and Recreation,-54,2020-03-26,Canada
CA,Canada,Canada,,3/26/2020,Grocery and Pharmacy,-21,2020-03-26,Canada
CA,Canada,Canada,,3/26/2020,Parks,-18,2020-03-26,Canada
CA,Canada,Canada,,3/26/2020,Transit Stations,-68,2020-03-26,Canada
CA,Canada,Canada,,3/26/2020,Workplaces,-59,2020-03-26,Canada
CA,Canada,Canada,,3/26/2020,Residential,25,2020-03-26,Canada
CA,Canada,Canada,,3/27/2020,Retail and Recreation,-55,2020-03-27,Canada
CA,Canada,Canada,,3/27/2020,Grocery and Pharmacy,-21,2020-03-27,Canada
CA,Canada,Canada,,3/27/2020,Parks,-10,2020-03-27,Canada
CA,Canada,Canada,,3/27/2020,Transit Stations,-66,2020-03-27,Canada
CA,Canada,Canada,,3/27/2020,Workplaces,-59,2020-03-27,Canada
CA,Canada,Canada,,3/27/2020,Residential,26,2020-03-27,Canada
CA,Canada,Canada,,3/28/2020,Retail and Recreation,-59,2020-03-28,Canada
CA,Canada,Canada,,3/28/2020,Grocery and Pharmacy,-27,2020-03-28,Canada
CA,Canada,Canada,,3/28/2020,Parks,-30,2020-03-28,Canada
CA,Canada,Canada,,3/28/2020,Transit Stations,-64,2020-03-28,Canada
CA,Canada,Canada,,3/28/2020,Workplaces,-44,2020-03-28,Canada
CA,Canada,Canada,,3/28/2020,Residential,17,2020-03-28,Canada
CA,Canada,Canada,,3/29/2020,Retail and Recreation,-59,2020-03-29,Canada
CA,Canada,Canada,,3/29/2020,Grocery and Pharmacy,-35,2020-03-29,Canada
CA,Canada,Canada,,3/29/2020,Parks,-16,2020-03-29,Canada
CA,Canada,Canada,,3/29/2020,Transit Stations,-66,2020-03-29,Canada
CA,Canada,Canada,,3/29/2020,Workplaces,-44,2020-03-29,Canada
CA,Canada,Canada,,3/29/2020,Residential,14,2020-03-29,Canada
CA,Canada,Canada,,3/30/2020,Retail and Recreation,-54,2020-03-30,Canada
CA,Canada,Canada,,3/30/2020,Grocery and Pharmacy,-27,2020-03-30,Canada
CA,Canada,Canada,,3/30/2020,Parks,-32,2020-03-30,Canada
CA,Canada,Canada,,3/30/2020,Transit Stations,-70,2020-03-30,Canada
CA,Canada,Canada,,3/30/2020,Workplaces,-60,2020-03-30,Canada
CA,Canada,Canada,,3/30/2020,Residential,23,2020-03-30,Canada
CA,Canada,Canada,,3/31/2020,Retail and Recreation,-51,2020-03-31,Canada
CA,Canada,Canada,,3/31/2020,Grocery and Pharmacy,-19,2020-03-31,Canada
CA,Canada,Canada,,3/31/2020,Parks,-13,2020-03-31,Canada
CA,Canada,Canada,,3/31/2020,Transit Stations,-68,2020-03-31,Canada
CA,Canada,Canada,,3/31/2020,Workplaces,-60,2020-03-31,Canada
CA,Canada,Canada,,3/31/2020,Residential,23,2020-03-31,Canada
CA,Canada,Canada,,4/1/2020,Retail and Recreation,-52,2020-04-01,Canada
CA,Canada,Canada,,4/1/2020,Grocery and Pharmacy,-21,2020-04-01,Canada
CA,Canada,Canada,,4/1/2020,Parks,-10,2020-04-01,Canada
CA,Canada,Canada,,4/1/2020,Transit Stations,-68,2020-04-01,Canada
CA,Canada,Canada,,4/1/2020,Workplaces,-61,2020-04-01,Canada
CA,Canada,Canada,,4/1/2020,Residential,24,2020-04-01,Canada
CA,Canada,Canada,,4/2/2020,Retail and Recreation,-53,2020-04-02,Canada
CA,Canada,Canada,,4/2/2020,Grocery and Pharmacy,-23,2020-04-02,Canada
CA,Canada,Canada,,4/2/2020,Parks,-16,2020-04-02,Canada
CA,Canada,Canada,,4/2/2020,Transit Stations,-70,2020-04-02,Canada
CA,Canada,Canada,,4/2/2020,Workplaces,-61,2020-04-02,Canada
CA,Canada,Canada,,4/2/2020,Residential,25,2020-04-02,Canada
CA,Canada,Canada,,4/3/2020,Retail and Recreation,-55,2020-04-03,Canada
CA,Canada,Canada,,4/3/2020,Grocery and Pharmacy,-23,2020-04-03,Canada
CA,Canada,Canada,,4/3/2020,Parks,-33,2020-04-03,Canada
CA,Canada,Canada,,4/3/2020,Transit Stations,-69,2020-04-03,Canada
CA,Canada,Canada,,4/3/2020,Workplaces,-60,2020-04-03,Canada
CA,Canada,Canada,,4/3/2020,Residential,27,2020-04-03,Canada
CA,Canada,Canada,,4/4/2020,Retail and Recreation,-57,2020-04-04,Canada
CA,Canada,Canada,,4/4/2020,Grocery and Pharmacy,-25,2020-04-04,Canada
CA,Canada,Canada,,4/4/2020,Parks,-17,2020-04-04,Canada
CA,Canada,Canada,,4/4/2020,Transit Stations,-63,2020-04-04,Canada
CA,Canada,Canada,,4/4/2020,Workplaces,-45,2020-04-04,Canada
CA,Canada,Canada,,4/4/2020,Residential,17,2020-04-04,Canada
CA,Canada,Canada,,4/5/2020,Retail and Recreation,-63,2020-04-05,Canada
CA,Canada,Canada,,4/5/2020,Grocery and Pharmacy,-45,2020-04-05,Canada
CA,Canada,Canada,,4/5/2020,Parks,-13,2020-04-05,Canada
CA,Canada,Canada,,4/5/2020,Transit Stations,-67,2020-04-05,Canada
CA,Canada,Canada,,4/5/2020,Workplaces,-46,2020-04-05,Canada
CA,Canada,Canada,,4/5/2020,Residential,14,2020-04-05,Canada
CA,Canada,Canada,,4/6/2020,Retail and Recreation,-51,2020-04-06,Canada
CA,Canada,Canada,,4/6/2020,Grocery and Pharmacy,-21,2020-04-06,Canada
CA,Canada,Canada,,4/6/2020,Parks,2,2020-04-06,Canada
CA,Canada,Canada,,4/6/2020,Transit Stations,-68,2020-04-06,Canada
CA,Canada,Canada,,4/6/2020,Workplaces,-60,2020-04-06,Canada
CA,Canada,Canada,,4/6/2020,Residential,23,2020-04-06,Canada
CA,Canada,Canada,,4/7/2020,Retail and Recreation,-52,2020-04-07,Canada
CA,Canada,Canada,,4/7/2020,Grocery and Pharmacy,-18,2020-04-07,Canada
CA,Canada,Canada,,4/7/2020,Parks,-1,2020-04-07,Canada
CA,Canada,Canada,,4/7/2020,Transit Stations,-68,2020-04-07,Canada
CA,Canada,Canada,,4/7/2020,Workplaces,-61,2020-04-07,Canada
CA,Canada,Canada,,4/7/2020,Residential,24,2020-04-07,Canada
CA,Canada,Canada,,4/8/2020,Retail and Recreation,-51,2020-04-08,Canada
CA,Canada,Canada,,4/8/2020,Grocery and Pharmacy,-17,2020-04-08,Canada
CA,Canada,Canada,,4/8/2020,Parks,-3,2020-04-08,Canada
CA,Canada,Canada,,4/8/2020,Transit Stations,-67,2020-04-08,Canada
CA,Canada,Canada,,4/8/2020,Workplaces,-61,2020-04-08,Canada
CA,Canada,Canada,,4/8/2020,Residential,24,2020-04-08,Canada
CA,Canada,Canada,,4/9/2020,Retail and Recreation,-44,2020-04-09,Canada
CA,Canada,Canada,,4/9/2020,Grocery and Pharmacy,-3,2020-04-09,Canada
CA,Canada,Canada,,4/9/2020,Parks,-15,2020-04-09,Canada
CA,Canada,Canada,,4/9/2020,Transit Stations,-68,2020-04-09,Canada
CA,Canada,Canada,,4/9/2020,Workplaces,-62,2020-04-09,Canada
CA,Canada,Canada,,4/9/2020,Residential,24,2020-04-09,Canada
CA,Canada,Canada,,4/10/2020,Retail and Recreation,-70,2020-04-10,Canada
CA,Canada,Canada,,4/10/2020,Grocery and Pharmacy,-43,2020-04-10,Canada
CA,Canada,Canada,,4/10/2020,Parks,-24,2020-04-10,Canada
CA,Canada,Canada,,4/10/2020,Transit Stations,-77,2020-04-10,Canada
CA,Canada,Canada,,4/10/2020,Workplaces,-81,2020-04-10,Canada
CA,Canada,Canada,,4/10/2020,Residential,33,2020-04-10,Canada
CA,Canada,Canada,,4/11/2020,Retail and Recreation,-54,2020-04-11,Canada
CA,Canada,Canada,,4/11/2020,Grocery and Pharmacy,-15,2020-04-11,Canada
CA,Canada,Canada,,4/11/2020,Parks,-22,2020-04-11,Canada
CA,Canada,Canada,,4/11/2020,Transit Stations,-63,2020-04-11,Canada
CA,Canada,Canada,,4/11/2020,Workplaces,-47,2020-04-11,Canada
CA,Canada,Canada,,4/11/2020,Residential,17,2020-04-11,Canada
CA,Canada,Canada,,4/12/2020,Retail and Recreation,-74,2020-04-12,Canada
CA,Canada,Canada,,4/12/2020,Grocery and Pharmacy,-62,2020-04-12,Canada
CA,Canada,Canada,,4/12/2020,Parks,-4,2020-04-12,Canada
CA,Canada,Canada,,4/12/2020,Transit Stations,-67,2020-04-12,Canada
CA,Canada,Canada,,4/12/2020,Workplaces,-51,2020-04-12,Canada
CA,Canada,Canada,,4/12/2020,Residential,14,2020-04-12,Canada
CA,Canada,Canada,,4/13/2020,Retail and Recreation,-55,2020-04-13,Canada
CA,Canada,Canada,,4/13/2020,Grocery and Pharmacy,-29,2020-04-13,Canada
CA,Canada,Canada,,4/13/2020,Parks,-25,2020-04-13,Canada
CA,Canada,Canada,,4/13/2020,Transit Stations,-74,2020-04-13,Canada
