Country Code,Country,Sub Region,Sub Region 2,Date,Category,Pct Change,YYYY-MM-DD,Province
CA,Canada,British Columbia,,3/27/2020,Parks,-21,2020-03-27,BC
CA,Canada,British Columbia,,3/27/2020,Transit Stations,-64,2020-03-27,BC
CA,Canada,British Columbia,,3/27/2020,Workplaces,-56,2020-03-27,BC
CA,Canada,British Columbia,,3/27/2020,Residential,23,2020-03-27,BC
CA,Canada,British Columbia,,3/28/2020,Retail and Recreation,-60,2020-03-28,BC
CA,Canada,British Columbia,,3/28/2020,Grocery and Pharmacy,-28,2020-03-28,BC
CA,Canada,British Columbia,,3/28/2020,Parks,-37,2020-03-28,BC
CA,Canada,British Columbia,,3/28/2020,Transit Stations,-65,2020-03-28,BC
CA,Canada,British Columbia,,3/28/2020,Workplaces,-48,2020-03-28,BC
CA,Canada,British Columbia,,3/28/2020,Residential,17,2020-03-28,BC
CA,Canada,British Columbia,,3/29/2020,Retail and Recreation,-54,2020-03-29,BC
CA,Canada,British Columbia,,3/29/2020,Grocery and Pharmacy,-28,2020-03-29,BC
CA,Canada,British Columbia,,3/29/2020,Parks,27,2020-03-29,BC
CA,Canada,British Columbia,,3/29/2020,Transit Stations,-59,2020-03-29,BC
CA,Canada,British Columbia,,3/29/2020,Workplaces,-47,2020-03-29,BC
CA,Canada,British Columbia,,3/29/2020,Residential,13,2020-03-29,BC
CA,Canada,British Columbia,,3/30/2020,Retail and Recreation,-51,2020-03-30,BC
CA,Canada,British Columbia,,3/30/2020,Grocery and Pharmacy,-25,2020-03-30,BC
CA,Canada,British Columbia,,3/30/2020,Parks,-11,2020-03-30,BC
CA,Canada,British Columbia,,3/30/2020,Transit Stations,-64,2020-03-30,BC
CA,Canada,British Columbia,,3/30/2020,Workplaces,-56,2020-03-30,BC
CA,Canada,British Columbia,,3/30/2020,Residential,21,2020-03-30,BC
CA,Canada,British Columbia,,3/31/2020,Retail and Recreation,-48,2020-03-31,BC
CA,Canada,British Columbia,,3/31/2020,Grocery and Pharmacy,-20,2020-03-31,BC
CA,Canada,British Columbia,,3/31/2020,Parks,28,2020-03-31,BC
CA,Canada,British Columbia,,3/31/2020,Transit Stations,-62,2020-03-31,BC
CA,Canada,British Columbia,,3/31/2020,Workplaces,-56,2020-03-31,BC
CA,Canada,British Columbia,,3/31/2020,Residential,22,2020-03-31,BC
CA,Canada,British Columbia,,4/1/2020,Retail and Recreation,-50,2020-04-01,BC
CA,Canada,British Columbia,,4/1/2020,Grocery and Pharmacy,-22,2020-04-01,BC
CA,Canada,British Columbia,,4/1/2020,Parks,23,2020-04-01,BC
CA,Canada,British Columbia,,4/1/2020,Transit Stations,-63,2020-04-01,BC
CA,Canada,British Columbia,,4/1/2020,Workplaces,-57,2020-04-01,BC
CA,Canada,British Columbia,,4/1/2020,Residential,22,2020-04-01,BC
CA,Canada,British Columbia,,4/2/2020,Retail and Recreation,-51,2020-04-02,BC
CA,Canada,British Columbia,,4/2/2020,Grocery and Pharmacy,-22,2020-04-02,BC
CA,Canada,British Columbia,,4/2/2020,Parks,14,2020-04-02,BC
CA,Canada,British Columbia,,4/2/2020,Transit Stations,-65,2020-04-02,BC
CA,Canada,British Columbia,,4/2/2020,Workplaces,-57,2020-04-02,BC
CA,Canada,British Columbia,,4/2/2020,Residential,23,2020-04-02,BC
CA,Canada,British Columbia,,4/3/2020,Retail and Recreation,-50,2020-04-03,BC
CA,Canada,British Columbia,,4/3/2020,Grocery and Pharmacy,-21,2020-04-03,BC
CA,Canada,British Columbia,,4/3/2020,Parks,5,2020-04-03,BC
CA,Canada,British Columbia,,4/3/2020,Transit Stations,-63,2020-04-03,BC
CA,Canada,British Columbia,,4/3/2020,Workplaces,-55,2020-04-03,BC
CA,Canada,British Columbia,,4/3/2020,Residential,22,2020-04-03,BC
CA,Canada,British Columbia,,4/4/2020,Retail and Recreation,-54,2020-04-04,BC
CA,Canada,British Columbia,,4/4/2020,Grocery and Pharmacy,-24,2020-04-04,BC
CA,Canada,British Columbia,,4/4/2020,Parks,-1,2020-04-04,BC
CA,Canada,British Columbia,,4/4/2020,Transit Stations,-62,2020-04-04,BC
CA,Canada,British Columbia,,4/4/2020,Workplaces,-47,2020-04-04,BC
CA,Canada,British Columbia,,4/4/2020,Residential,16,2020-04-04,BC
CA,Canada,British Columbia,,4/5/2020,Retail and Recreation,-53,2020-04-05,BC
CA,Canada,British Columbia,,4/5/2020,Grocery and Pharmacy,-30,2020-04-05,BC
CA,Canada,British Columbia,,4/5/2020,Parks,31,2020-04-05,BC
CA,Canada,British Columbia,,4/5/2020,Transit Stations,-61,2020-04-05,BC
CA,Canada,British Columbia,,4/5/2020,Workplaces,-47,2020-04-05,BC
CA,Canada,British Columbia,,4/5/2020,Residential,13,2020-04-05,BC
CA,Canada,British Columbia,,4/6/2020,Retail and Recreation,-47,2020-04-06,BC
CA,Canada,British Columbia,,4/6/2020,Grocery and Pharmacy,-23,2020-04-06,BC
CA,Canada,British Columbia,,4/6/2020,Parks,36,2020-04-06,BC
CA,Canada,British Columbia,,4/6/2020,Transit Stations,-61,2020-04-06,BC
CA,Canada,British Columbia,,4/6/2020,Workplaces,-55,2020-04-06,BC
CA,Canada,British Columbia,,4/6/2020,Residential,20,2020-04-06,BC
CA,Canada,British Columbia,,4/7/2020,Retail and Recreation,-46,2020-04-07,BC
CA,Canada,British Columbia,,4/7/2020,Grocery and Pharmacy,-19,2020-04-07,BC
CA,Canada,British Columbia,,4/7/2020,Parks,67,2020-04-07,BC
CA,Canada,British Columbia,,4/7/2020,Transit Stations,-60,2020-04-07,BC
CA,Canada,British Columbia,,4/7/2020,Workplaces,-55,2020-04-07,BC
CA,Canada,British Columbia,,4/7/2020,Residential,21,2020-04-07,BC
CA,Canada,British Columbia,,4/8/2020,Retail and Recreation,-46,2020-04-08,BC
CA,Canada,British Columbia,,4/8/2020,Grocery and Pharmacy,-19,2020-04-08,BC
CA,Canada,British Columbia,,4/8/2020,Parks,53,2020-04-08,BC
CA,Canada,British Columbia,,4/8/2020,Transit Stations,-59,2020-04-08,BC
CA,Canada,British Columbia,,4/8/2020,Workplaces,-56,2020-04-08,BC
CA,Canada,British Columbia,,4/8/2020,Residential,21,2020-04-08,BC
CA,Canada,British Columbia,,4/9/2020,Retail and Recreation,-39,2020-04-09,BC
CA,Canada,British Columbia,,4/9/2020,Grocery and Pharmacy,-7,2020-04-09,BC
CA,Canada,British Columbia,,4/9/2020,Parks,59,2020-04-09,BC
CA,Canada,British Columbia,,4/9/2020,Transit Stations,-59,2020-04-09,BC
CA,Canada,British Columbia,,4/9/2020,Workplaces,-56,2020-04-09,BC
CA,Canada,British Columbia,,4/9/2020,Residential,20,2020-04-09,BC
CA,Canada,British Columbia,,4/10/2020,Retail and Recreation,-52,2020-04-10,BC
CA,Canada,British Columbia,,4/10/2020,Grocery and Pharmacy,-19,2020-04-10,BC
CA,Canada,British Columbia,,4/10/2020,Parks,64,2020-04-10,BC
CA,Canada,British Columbia,,4/10/2020,Transit Stations,-67,2020-04-10,BC
CA,Canada,British Columbia,,4/10/2020,Workplaces,-78,2020-04-10,BC
CA,Canada,British Columbia,,4/10/2020,Residential,27,2020-04-10,BC
CA,Canada,British Columbia,,4/11/2020,Retail and Recreation,-51,2020-04-11,BC
CA,Canada,British Columbia,,4/11/2020,Grocery and Pharmacy,-17,2020-04-11,BC
CA,Canada,British Columbia,,4/11/2020,Parks,21,2020-04-11,BC
CA,Canada,British Columbia,,4/11/2020,Transit Stations,-58,2020-04-11,BC
CA,Canada,British Columbia,,4/11/2020,Workplaces,-48,2020-04-11,BC
CA,Canada,British Columbia,,4/11/2020,Residential,15,2020-04-11,BC
CA,Canada,British Columbia,,4/12/2020,Retail and Recreation,-57,2020-04-12,BC
CA,Canada,British Columbia,,4/12/2020,Grocery and Pharmacy,-35,2020-04-12,BC
CA,Canada,British Columbia,,4/12/2020,Parks,42,2020-04-12,BC
CA,Canada,British Columbia,,4/12/2020,Transit Stations,-60,2020-04-12,BC
CA,Canada,British Columbia,,4/12/2020,Workplaces,-48,2020-04-12,BC
CA,Canada,British Columbia,,4/12/2020,Residential,12,2020-04-12,BC
CA,Canada,British Columbia,,4/13/2020,Retail and Recreation,-49,2020-04-13,BC
CA,Canada,British Columbia,,4/13/2020,Grocery and Pharmacy,-25,2020-04-13,BC
CA,Canada,British Columbia,,4/13/2020,Parks,47,2020-04-13,BC
CA,Canada,British Columbia,,4/13/2020,Transit Stations,-65,2020-04-13,BC
CA,Canada,British Columbia,,4/13/2020,Workplaces,-67,2020-04-13,BC
CA,Canada,British Columbia,,4/13/2020,Residential,23,2020-04-13,BC
CA,Canada,British Columbia,,4/14/2020,Retail and Recreation,-44,2020-04-14,BC
CA,Canada,British Columbia,,4/14/2020,Grocery and Pharmacy,-16,2020-04-14,BC
CA,Canada,British Columbia,,4/14/2020,Parks,58,2020-04-14,BC
CA,Canada,British Columbia,,4/14/2020,Transit Stations,-60,2020-04-14,BC
CA,Canada,British Columbia,,4/14/2020,Workplaces,-54,2020-04-14,BC
CA,Canada,British Columbia,,4/14/2020,Residential,21,2020-04-14,BC
CA,Canada,British Columbia,,4/15/2020,Retail and Recreation,-43,2020-04-15,BC
CA,Canada,British Columbia,,4/15/2020,Grocery and Pharmacy,-16,2020-04-15,BC
CA,Canada,British Columbia,,4/15/2020,Parks,64,2020-04-15,BC
CA,Canada,British Columbia,,4/15/2020,Transit Stations,-58,2020-04-15,BC
CA,Canada,British Columbia,,4/15/2020,Workplaces,-55,2020-04-15,BC
CA,Canada,British Columbia,,4/15/2020,Residential,21,2020-04-15,BC
CA,Canada,British Columbia,,4/16/2020,Retail and Recreation,-43,2020-04-16,BC
CA,Canada,British Columbia,,4/16/2020,Grocery and Pharmacy,-16,2020-04-16,BC
CA,Canada,British Columbia,,4/16/2020,Parks,70,2020-04-16,BC
CA,Canada,British Columbia,,4/16/2020,Transit Stations,-59,2020-04-16,BC
CA,Canada,British Columbia,,4/16/2020,Workplaces,-54,2020-04-16,BC
CA,Canada,British Columbia,,4/16/2020,Residential,21,2020-04-16,BC
CA,Canada,British Columbia,,4/17/2020,Retail and Recreation,-45,2020-04-17,BC
CA,Canada,British Columbia,,4/17/2020,Grocery and Pharmacy,-18,2020-04-17,BC
CA,Canada,British Columbia,,4/17/2020,Parks,28,2020-04-17,BC
CA,Canada,British Columbia,,4/17/2020,Transit Stations,-59,2020-04-17,BC
CA,Canada,British Columbia,,4/17/2020,Workplaces,-53,2020-04-17,BC
CA,Canada,British Columbia,,4/17/2020,Residential,21,2020-04-17,BC
CA,Canada,Manitoba,,2/15/2020,Retail and Recreation,5,2020-02-15,MB
CA,Canada,Manitoba,,2/15/2020,Grocery and Pharmacy,2,2020-02-15,MB
CA,Canada,Manitoba,,2/15/2020,Parks,20,2020-02-15,MB
CA,Canada,Manitoba,,2/15/2020,Transit Stations,1,2020-02-15,MB
CA,Canada,Manitoba,,2/15/2020,Workplaces,1,2020-02-15,MB
CA,Canada,Manitoba,,2/15/2020,Residential,0,2020-02-15,MB
CA,Canada,Manitoba,,2/16/2020,Retail and Recreation,10,2020-02-16,MB
CA,Canada,Manitoba,,2/16/2020,Grocery and Pharmacy,0,2020-02-16,MB
CA,Canada,Manitoba,,2/16/2020,Parks,26,2020-02-16,MB
CA,Canada,Manitoba,,2/16/2020,Transit Stations,-4,2020-02-16,MB
CA,Canada,Manitoba,,2/16/2020,Workplaces,-4,2020-02-16,MB
CA,Canada,Manitoba,,2/16/2020,Residential,-2,2020-02-16,MB
CA,Canada,Manitoba,,2/17/2020,Retail and Recreation,-19,2020-02-17,MB
CA,Canada,Manitoba,,2/17/2020,Grocery and Pharmacy,-24,2020-02-17,MB
CA,Canada,Manitoba,,2/17/2020,Parks,60,2020-02-17,MB
CA,Canada,Manitoba,,2/17/2020,Transit Stations,-37,2020-02-17,MB
CA,Canada,Manitoba,,2/17/2020,Workplaces,-69,2020-02-17,MB
CA,Canada,Manitoba,,2/17/2020,Residential,17,2020-02-17,MB
CA,Canada,Manitoba,,2/18/2020,Retail and Recreation,3,2020-02-18,MB
CA,Canada,Manitoba,,2/18/2020,Grocery and Pharmacy,6,2020-02-18,MB
CA,Canada,Manitoba,,2/18/2020,Parks,4,2020-02-18,MB
CA,Canada,Manitoba,,2/18/2020,Transit Stations,-5,2020-02-18,MB
CA,Canada,Manitoba,,2/18/2020,Workplaces,-1,2020-02-18,MB
CA,Canada,Manitoba,,2/18/2020,Residential,1,2020-02-18,MB
CA,Canada,Manitoba,,2/19/2020,Retail and Recreation,0,2020-02-19,MB
CA,Canada,Manitoba,,2/19/2020,Grocery and Pharmacy,-1,2020-02-19,MB
CA,Canada,Manitoba,,2/19/2020,Parks,0,2020-02-19,MB
CA,Canada,Manitoba,,2/19/2020,Transit Stations,-9,2020-02-19,MB
CA,Canada,Manitoba,,2/19/2020,Workplaces,0,2020-02-19,MB
CA,Canada,Manitoba,,2/19/2020,Residential,1,2020-02-19,MB
CA,Canada,Manitoba,,2/20/2020,Retail and Recreation,9,2020-02-20,MB
CA,Canada,Manitoba,,2/20/2020,Grocery and Pharmacy,12,2020-02-20,MB
CA,Canada,Manitoba,,2/20/2020,Parks,28,2020-02-20,MB
CA,Canada,Manitoba,,2/20/2020,Transit Stations,-7,2020-02-20,MB
CA,Canada,Manitoba,,2/20/2020,Workplaces,2,2020-02-20,MB
CA,Canada,Manitoba,,2/20/2020,Residential,0,2020-02-20,MB
CA,Canada,Manitoba,,2/21/2020,Retail and Recreation,5,2020-02-21,MB
CA,Canada,Manitoba,,2/21/2020,Grocery and Pharmacy,3,2020-02-21,MB
CA,Canada,Manitoba,,2/21/2020,Parks,28,2020-02-21,MB
CA,Canada,Manitoba,,2/21/2020,Transit Stations,-2,2020-02-21,MB
CA,Canada,Manitoba,,2/21/2020,Workplaces,0,2020-02-21,MB
CA,Canada,Manitoba,,2/21/2020,Residential,0,2020-02-21,MB
CA,Canada,Manitoba,,2/22/2020,Retail and Recreation,8,2020-02-22,MB
CA,Canada,Manitoba,,2/22/2020,Grocery and Pharmacy,3,2020-02-22,MB
CA,Canada,Manitoba,,2/22/2020,Parks,63,2020-02-22,MB
CA,Canada,Manitoba,,2/22/2020,Transit Stations,11,2020-02-22,MB
CA,Canada,Manitoba,,2/22/2020,Workplaces,7,2020-02-22,MB
CA,Canada,Manitoba,,2/22/2020,Residential,-1,2020-02-22,MB
CA,Canada,Manitoba,,2/23/2020,Retail and Recreation,5,2020-02-23,MB
CA,Canada,Manitoba,,2/23/2020,Grocery and Pharmacy,4,2020-02-23,MB
CA,Canada,Manitoba,,2/23/2020,Parks,45,2020-02-23,MB
CA,Canada,Manitoba,,2/23/2020,Transit Stations,1,2020-02-23,MB
CA,Canada,Manitoba,,2/23/2020,Workplaces,2,2020-02-23,MB
CA,Canada,Manitoba,,2/23/2020,Residential,-1,2020-02-23,MB
CA,Canada,Manitoba,,2/24/2020,Retail and Recreation,5,2020-02-24,MB
CA,Canada,Manitoba,,2/24/2020,Grocery and Pharmacy,1,2020-02-24,MB
CA,Canada,Manitoba,,2/24/2020,Parks,12,2020-02-24,MB
CA,Canada,Manitoba,,2/24/2020,Transit Stations,2,2020-02-24,MB
CA,Canada,Manitoba,,2/24/2020,Workplaces,2,2020-02-24,MB
CA,Canada,Manitoba,,2/24/2020,Residential,1,2020-02-24,MB
CA,Canada,Manitoba,,2/25/2020,Retail and Recreation,1,2020-02-25,MB
CA,Canada,Manitoba,,2/25/2020,Grocery and Pharmacy,3,2020-02-25,MB
CA,Canada,Manitoba,,2/25/2020,Parks,10,2020-02-25,MB
CA,Canada,Manitoba,,2/25/2020,Transit Stations,-1,2020-02-25,MB
CA,Canada,Manitoba,,2/25/2020,Workplaces,4,2020-02-25,MB
CA,Canada,Manitoba,,2/25/2020,Residential,1,2020-02-25,MB
CA,Canada,Manitoba,,2/26/2020,Retail and Recreation,8,2020-02-26,MB
CA,Canada,Manitoba,,2/26/2020,Grocery and Pharmacy,5,2020-02-26,MB
CA,Canada,Manitoba,,2/26/2020,Parks,3,2020-02-26,MB
CA,Canada,Manitoba,,2/26/2020,Transit Stations,4,2020-02-26,MB
CA,Canada,Manitoba,,2/26/2020,Workplaces,4,2020-02-26,MB
CA,Canada,Manitoba,,2/26/2020,Residential,0,2020-02-26,MB
CA,Canada,Manitoba,,2/27/2020,Retail and Recreation,11,2020-02-27,MB
CA,Canada,Manitoba,,2/27/2020,Grocery and Pharmacy,10,2020-02-27,MB
CA,Canada,Manitoba,,2/27/2020,Parks,12,2020-02-27,MB
CA,Canada,Manitoba,,2/27/2020,Transit Stations,-4,2020-02-27,MB
CA,Canada,Manitoba,,2/27/2020,Workplaces,6,2020-02-27,MB
CA,Canada,Manitoba,,2/27/2020,Residential,0,2020-02-27,MB
CA,Canada,Manitoba,,2/28/2020,Retail and Recreation,6,2020-02-28,MB
CA,Canada,Manitoba,,2/28/2020,Grocery and Pharmacy,5,2020-02-28,MB
CA,Canada,Manitoba,,2/28/2020,Parks,4,2020-02-28,MB
CA,Canada,Manitoba,,2/28/2020,Transit Stations,1,2020-02-28,MB
CA,Canada,Manitoba,,2/28/2020,Workplaces,3,2020-02-28,MB
CA,Canada,Manitoba,,2/28/2020,Residential,0,2020-02-28,MB
CA,Canada,Manitoba,,2/29/2020,Retail and Recreation,11,2020-02-29,MB
CA,Canada,Manitoba,,2/29/2020,Grocery and Pharmacy,7,2020-02-29,MB
CA,Canada,Manitoba,,2/29/2020,Parks,16,2020-02-29,MB
CA,Canada,Manitoba,,2/29/2020,Transit Stations,8,2020-02-29,MB
CA,Canada,Manitoba,,2/29/2020,Workplaces,7,2020-02-29,MB
CA,Canada,Manitoba,,2/29/2020,Residential,0,2020-02-29,MB
CA,Canada,Manitoba,,3/1/2020,Retail and Recreation,5,2020-03-01,MB
CA,Canada,Manitoba,,3/1/2020,Grocery and Pharmacy,5,2020-03-01,MB
CA,Canada,Manitoba,,3/1/2020,Parks,4,2020-03-01,MB
CA,Canada,Manitoba,,3/1/2020,Transit Stations,3,2020-03-01,MB
CA,Canada,Manitoba,,3/1/2020,Workplaces,3,2020-03-01,MB
CA,Canada,Manitoba,,3/1/2020,Residential,0,2020-03-01,MB
CA,Canada,Manitoba,,3/2/2020,Retail and Recreation,1,2020-03-02,MB
CA,Canada,Manitoba,,3/2/2020,Grocery and Pharmacy,1,2020-03-02,MB
CA,Canada,Manitoba,,3/2/2020,Parks,0,2020-03-02,MB
CA,Canada,Manitoba,,3/2/2020,Transit Stations,-2,2020-03-02,MB
CA,Canada,Manitoba,,3/2/2020,Workplaces,3,2020-03-02,MB
CA,Canada,Manitoba,,3/2/2020,Residential,1,2020-03-02,MB
CA,Canada,Manitoba,,3/3/2020,Retail and Recreation,7,2020-03-03,MB
CA,Canada,Manitoba,,3/3/2020,Grocery and Pharmacy,7,2020-03-03,MB
CA,Canada,Manitoba,,3/3/2020,Parks,15,2020-03-03,MB
CA,Canada,Manitoba,,3/3/2020,Transit Stations,2,2020-03-03,MB
CA,Canada,Manitoba,,3/3/2020,Workplaces,4,2020-03-03,MB
CA,Canada,Manitoba,,3/3/2020,Residential,0,2020-03-03,MB
CA,Canada,Manitoba,,3/4/2020,Retail and Recreation,2,2020-03-04,MB
CA,Canada,Manitoba,,3/4/2020,Grocery and Pharmacy,1,2020-03-04,MB
CA,Canada,Manitoba,,3/4/2020,Parks,3,2020-03-04,MB
CA,Canada,Manitoba,,3/4/2020,Transit Stations,-2,2020-03-04,MB
CA,Canada,Manitoba,,3/4/2020,Workplaces,3,2020-03-04,MB
CA,Canada,Manitoba,,3/4/2020,Residential,1,2020-03-04,MB
CA,Canada,Manitoba,,3/5/2020,Retail and Recreation,4,2020-03-05,MB
CA,Canada,Manitoba,,3/5/2020,Grocery and Pharmacy,8,2020-03-05,MB
CA,Canada,Manitoba,,3/5/2020,Parks,10,2020-03-05,MB
CA,Canada,Manitoba,,3/5/2020,Transit Stations,2,2020-03-05,MB
CA,Canada,Manitoba,,3/5/2020,Workplaces,3,2020-03-05,MB
CA,Canada,Manitoba,,3/5/2020,Residential,1,2020-03-05,MB
CA,Canada,Manitoba,,3/6/2020,Retail and Recreation,7,2020-03-06,MB
CA,Canada,Manitoba,,3/6/2020,Grocery and Pharmacy,2,2020-03-06,MB
CA,Canada,Manitoba,,3/6/2020,Parks,-2,2020-03-06,MB
CA,Canada,Manitoba,,3/6/2020,Transit Stations,-1,2020-03-06,MB
CA,Canada,Manitoba,,3/6/2020,Workplaces,2,2020-03-06,MB
CA,Canada,Manitoba,,3/6/2020,Residential,0,2020-03-06,MB
CA,Canada,Manitoba,,3/7/2020,Retail and Recreation,10,2020-03-07,MB
CA,Canada,Manitoba,,3/7/2020,Grocery and Pharmacy,7,2020-03-07,MB
CA,Canada,Manitoba,,3/7/2020,Parks,16,2020-03-07,MB
CA,Canada,Manitoba,,3/7/2020,Transit Stations,6,2020-03-07,MB
CA,Canada,Manitoba,,3/7/2020,Workplaces,6,2020-03-07,MB
CA,Canada,Manitoba,,3/7/2020,Residential,0,2020-03-07,MB
CA,Canada,Manitoba,,3/8/2020,Retail and Recreation,4,2020-03-08,MB
CA,Canada,Manitoba,,3/8/2020,Grocery and Pharmacy,2,2020-03-08,MB
CA,Canada,Manitoba,,3/8/2020,Parks,-2,2020-03-08,MB
CA,Canada,Manitoba,,3/8/2020,Transit Stations,-4,2020-03-08,MB
CA,Canada,Manitoba,,3/8/2020,Workplaces,2,2020-03-08,MB
CA,Canada,Manitoba,,3/8/2020,Residential,1,2020-03-08,MB
CA,Canada,Manitoba,,3/9/2020,Retail and Recreation,4,2020-03-09,MB
CA,Canada,Manitoba,,3/9/2020,Grocery and Pharmacy,2,2020-03-09,MB
CA,Canada,Manitoba,,3/9/2020,Parks,3,2020-03-09,MB
CA,Canada,Manitoba,,3/9/2020,Transit Stations,-5,2020-03-09,MB
CA,Canada,Manitoba,,3/9/2020,Workplaces,3,2020-03-09,MB
CA,Canada,Manitoba,,3/9/2020,Residential,1,2020-03-09,MB
CA,Canada,Manitoba,,3/10/2020,Retail and Recreation,4,2020-03-10,MB
CA,Canada,Manitoba,,3/10/2020,Grocery and Pharmacy,7,2020-03-10,MB
CA,Canada,Manitoba,,3/10/2020,Parks,14,2020-03-10,MB
CA,Canada,Manitoba,,3/10/2020,Transit Stations,-1,2020-03-10,MB
CA,Canada,Manitoba,,3/10/2020,Workplaces,4,2020-03-10,MB
CA,Canada,Manitoba,,3/10/2020,Residential,1,2020-03-10,MB
CA,Canada,Manitoba,,3/11/2020,Retail and Recreation,7,2020-03-11,MB
CA,Canada,Manitoba,,3/11/2020,Grocery and Pharmacy,8,2020-03-11,MB
CA,Canada,Manitoba,,3/11/2020,Parks,9,2020-03-11,MB
CA,Canada,Manitoba,,3/11/2020,Transit Stations,-3,2020-03-11,MB
CA,Canada,Manitoba,,3/11/2020,Workplaces,4,2020-03-11,MB
CA,Canada,Manitoba,,3/11/2020,Residential,0,2020-03-11,MB
CA,Canada,Manitoba,,3/12/2020,Retail and Recreation,12,2020-03-12,MB
CA,Canada,Manitoba,,3/12/2020,Grocery and Pharmacy,33,2020-03-12,MB
CA,Canada,Manitoba,,3/12/2020,Parks,5,2020-03-12,MB
CA,Canada,Manitoba,,3/12/2020,Transit Stations,-6,2020-03-12,MB
CA,Canada,Manitoba,,3/12/2020,Workplaces,5,2020-03-12,MB
CA,Canada,Manitoba,,3/12/2020,Residential,0,2020-03-12,MB
CA,Canada,Manitoba,,3/13/2020,Retail and Recreation,4,2020-03-13,MB
CA,Canada,Manitoba,,3/13/2020,Grocery and Pharmacy,41,2020-03-13,MB
CA,Canada,Manitoba,,3/13/2020,Parks,-14,2020-03-13,MB
CA,Canada,Manitoba,,3/13/2020,Transit Stations,-12,2020-03-13,MB
CA,Canada,Manitoba,,3/13/2020,Workplaces,-5,2020-03-13,MB
CA,Canada,Manitoba,,3/13/2020,Residential,3,2020-03-13,MB
CA,Canada,Manitoba,,3/14/2020,Retail and Recreation,-7,2020-03-14,MB
CA,Canada,Manitoba,,3/14/2020,Grocery and Pharmacy,23,2020-03-14,MB
CA,Canada,Manitoba,,3/14/2020,Parks,-23,2020-03-14,MB
CA,Canada,Manitoba,,3/14/2020,Transit Stations,-12,2020-03-14,MB
CA,Canada,Manitoba,,3/14/2020,Workplaces,1,2020-03-14,MB
CA,Canada,Manitoba,,3/14/2020,Residential,4,2020-03-14,MB
CA,Canada,Manitoba,,3/15/2020,Retail and Recreation,-18,2020-03-15,MB
CA,Canada,Manitoba,,3/15/2020,Grocery and Pharmacy,3,2020-03-15,MB
CA,Canada,Manitoba,,3/15/2020,Parks,-20,2020-03-15,MB
CA,Canada,Manitoba,,3/15/2020,Transit Stations,-22,2020-03-15,MB
CA,Canada,Manitoba,,3/15/2020,Workplaces,-7,2020-03-15,MB
CA,Canada,Manitoba,,3/15/2020,Residential,4,2020-03-15,MB
CA,Canada,Manitoba,,3/16/2020,Retail and Recreation,-11,2020-03-16,MB
CA,Canada,Manitoba,,3/16/2020,Grocery and Pharmacy,18,2020-03-16,MB
CA,Canada,Manitoba,,3/16/2020,Parks,-19,2020-03-16,MB
CA,Canada,Manitoba,,3/16/2020,Transit Stations,-29,2020-03-16,MB
CA,Canada,Manitoba,,3/16/2020,Workplaces,-11,2020-03-16,MB
CA,Canada,Manitoba,,3/16/2020,Residential,7,2020-03-16,MB
CA,Canada,Manitoba,,3/17/2020,Retail and Recreation,-19,2020-03-17,MB
CA,Canada,Manitoba,,3/17/2020,Grocery and Pharmacy,19,2020-03-17,MB
CA,Canada,Manitoba,,3/17/2020,Parks,-16,2020-03-17,MB
CA,Canada,Manitoba,,3/17/2020,Transit Stations,-31,2020-03-17,MB
CA,Canada,Manitoba,,3/17/2020,Workplaces,-17,2020-03-17,MB
CA,Canada,Manitoba,,3/17/2020,Residential,10,2020-03-17,MB
CA,Canada,Manitoba,,3/18/2020,Retail and Recreation,-25,2020-03-18,MB
CA,Canada,Manitoba,,3/18/2020,Grocery and Pharmacy,13,2020-03-18,MB
CA,Canada,Manitoba,,3/18/2020,Parks,-28,2020-03-18,MB
CA,Canada,Manitoba,,3/18/2020,Transit Stations,-41,2020-03-18,MB
CA,Canada,Manitoba,,3/18/2020,Workplaces,-23,2020-03-18,MB
CA,Canada,Manitoba,,3/18/2020,Residential,12,2020-03-18,MB
CA,Canada,Manitoba,,3/19/2020,Retail and Recreation,-29,2020-03-19,MB
CA,Canada,Manitoba,,3/19/2020,Grocery and Pharmacy,12,2020-03-19,MB
CA,Canada,Manitoba,,3/19/2020,Parks,-27,2020-03-19,MB
CA,Canada,Manitoba,,3/19/2020,Transit Stations,-48,2020-03-19,MB
CA,Canada,Manitoba,,3/19/2020,Workplaces,-27,2020-03-19,MB
CA,Canada,Manitoba,,3/19/2020,Residential,14,2020-03-19,MB
CA,Canada,Manitoba,,3/20/2020,Retail and Recreation,-31,2020-03-20,MB
CA,Canada,Manitoba,,3/20/2020,Grocery and Pharmacy,8,2020-03-20,MB
CA,Canada,Manitoba,,3/20/2020,Parks,-31,2020-03-20,MB
CA,Canada,Manitoba,,3/20/2020,Transit Stations,-46,2020-03-20,MB
CA,Canada,Manitoba,,3/20/2020,Workplaces,-31,2020-03-20,MB
CA,Canada,Manitoba,,3/20/2020,Residential,15,2020-03-20,MB
CA,Canada,Manitoba,,3/21/2020,Retail and Recreation,-45,2020-03-21,MB
CA,Canada,Manitoba,,3/21/2020,Grocery and Pharmacy,-9,2020-03-21,MB
CA,Canada,Manitoba,,3/21/2020,Parks,-25,2020-03-21,MB
CA,Canada,Manitoba,,3/21/2020,Transit Stations,-41,2020-03-21,MB
CA,Canada,Manitoba,,3/21/2020,Workplaces,-24,2020-03-21,MB
